연도,시도,시군구,지표명,국민보험 가입자,이용환자 수,지표값(퍼센트)
2005,전라남도,무안군,치매의료이용률,33699,116,0.34
2005,전라남도,함평군,치매의료이용률,23401,84,0.36
2005,전라남도,영광군,치매의료이용률,32881,116,0.35
2005,전라남도,장성군,치매의료이용률,25721,69,0.27
2005,전라남도,완도군,치매의료이용률,33788,39,0.12
2005,전라남도,진도군,치매의료이용률,21681,44,0.2
2005,전라남도,신안군,치매의료이용률,28892,78,0.27
2005,경상북도,포항시 남구,치매의료이용률,105324,163,0.15
2005,경상북도,포항시 북구,치매의료이용률,109641,228,0.21
2005,경상북도,경주시,치매의료이용률,126004,446,0.35
2005,경상북도,김천시,치매의료이용률,68655,164,0.24
2005,경상북도,안동시,치매의료이용률,83725,252,0.3
2005,경상북도,구미시,치매의료이용률,117007,149,0.13
2005,경상북도,영주시,치매의료이용률,60190,135,0.22
2005,경상북도,영천시,치매의료이용률,55346,142,0.26
2005,경상북도,상주시,치매의료이용률,61688,141,0.23
2005,경상북도,문경시,치매의료이용률,42863,87,0.2
2005,경상북도,경산시,치매의료이용률,87483,218,0.25
2005,경상북도,군위군,치매의료이용률,17756,40,0.23
2005,경상북도,의성군,치매의료이용률,41346,114,0.28
2005,경상북도,청송군,치매의료이용률,17830,60,0.34
2005,경상북도,영양군,치매의료이용률,12299,38,0.31
2005,경상북도,영덕군,치매의료이용률,27058,65,0.24
2005,경상북도,청도군,치매의료이용률,28219,65,0.23
2005,경상북도,고령군,치매의료이용률,18972,76,0.4
2005,경상북도,성주군,치매의료이용률,26914,64,0.24
2005,경상북도,칠곡군,치매의료이용률,40137,81,0.2
2005,경상북도,예천군,치매의료이용률,30890,73,0.24
2005,경상북도,봉화군,치매의료이용률,22219,42,0.19
2005,경상북도,울진군,치매의료이용률,30682,68,0.22
2005,경상북도,울릉군,치매의료이용률,5074,7,0.14
2005,경상남도,창원시,치매의료이용률,177619,319,0.18
2005,경상남도,마산시,치매의료이용률,181127,305,0.17
2005,경상남도,진주시,치매의료이용률,140482,303,0.22
2005,경상남도,진해시,치매의료이용률,50330,84,0.17
2005,경상남도,통영시,치매의료이용률,59284,74,0.12
2005,경상남도,사천시,치매의료이용률,50517,95,0.19
2005,경상남도,김해시,치매의료이용률,149666,337,0.23
2005,경상남도,밀양시,치매의료이용률,58912,142,0.24
2005,경상남도,거제시,치매의료이용률,69086,104,0.15
2005,경상남도,양산시,치매의료이용률,81167,113,0.14
2005,경상남도,의령군,치매의료이용률,19007,48,0.25
2005,경상남도,함안군,치매의료이용률,31309,66,0.21
2005,경상남도,창녕군,치매의료이용률,36540,77,0.21
2005,경상남도,고성군,치매의료이용률,31495,95,0.3
2005,경상남도,남해군,치매의료이용률,31864,82,0.26
2005,경상남도,하동군,치매의료이용률,29742,83,0.28
2005,경상남도,산청군,치매의료이용률,21935,56,0.26
2005,경상남도,함양군,치매의료이용률,24023,57,0.24
2005,경상남도,거창군,치매의료이용률,34023,80,0.24
2005,경상남도,합천군,치매의료이용률,33701,84,0.25
2005,제주도,제주시,치매의료이용률,109282,232,0.21
2005,제주도,서귀포시,치매의료이용률,35319,152,0.43
2005,제주도,북제주군,치매의료이용률,45586,124,0.27
2005,제주도,남제주군,치매의료이용률,34005,125,0.37
2006,서울특별시,종로구,치매의료이용률,78327,357,0.46
2006,서울특별시,중구,치매의료이용률,61307,232,0.38
2006,서울특별시,용산구,치매의료이용률,102743,363,0.35
2006,서울특별시,성동구,치매의료이용률,138679,400,0.29
2006,서울특별시,광진구,치매의료이용률,148223,399,0.27
2006,서울특별시,동대문구,치매의료이용률,165391,465,0.28
2006,서울특별시,중랑구,치매의료이용률,181032,426,0.24
2006,서울특별시,성북구,치매의료이용률,197765,677,0.34
2006,서울특별시,강북구,치매의료이용률,155750,460,0.3
2006,서울특별시,도봉구,치매의료이용률,163133,502,0.31
2006,서울특별시,노원구,치매의료이용률,255938,893,0.35
2006,서울특별시,은평구,치매의료이용률,200293,670,0.33
2006,서울특별시,서대문구,치매의료이용률,149639,445,0.3
2006,서울특별시,마포구,치매의료이용률,156594,484,0.31
2006,서울특별시,양천구,치매의료이용률,207789,483,0.23
2006,서울특별시,강서구,치매의료이용률,226049,597,0.26
2006,서울특별시,구로구,치매의료이용률,171935,377,0.22
2006,서울특별시,금천구,치매의료이용률,108067,280,0.26
2006,서울특별시,영등포구,치매의료이용률,169798,533,0.31
2006,서울특별시,동작구,치매의료이용률,166958,594,0.36
2006,서울특별시,관악구,치매의료이용률,204126,618,0.3
2006,서울특별시,서초구,치매의료이용률,167552,592,0.35
2006,서울특별시,강남구,치매의료이용률,225964,784,0.35
2006,서울특별시,송파구,치매의료이용률,246850,687,0.28
2006,서울특별시,강동구,치매의료이용률,196102,476,0.24
2006,부산광역시,중구,치매의료이용률,26558,131,0.49
2006,부산광역시,서구,치매의료이용률,68850,285,0.41
2006,부산광역시,동구,치매의료이용률,54723,233,0.43
2006,부산광역시,영도구,치매의료이용률,79576,308,0.39
2006,부산광역시,부산진구,치매의료이용률,186106,605,0.33
2006,부산광역시,동래구,치매의료이용률,127728,429,0.34
2006,부산광역시,남구,치매의료이용률,134906,414,0.31
2006,부산광역시,북구,치매의료이용률,140105,451,0.32
2006,부산광역시,해운대구,치매의료이용률,176045,526,0.3
2006,부산광역시,사하구,치매의료이용률,161083,463,0.29
2006,부산광역시,금정구,치매의료이용률,122428,427,0.35
2006,부산광역시,강서구,치매의료이용률,28405,123,0.43
2006,부산광역시,연제구,치매의료이용률,100169,340,0.34
2006,부산광역시,수영구,치매의료이용률,84040,276,0.33
2006,부산광역시,사상구,치매의료이용률,118021,285,0.24
2006,부산광역시,기장군,치매의료이용률,37186,138,0.37
2006,대구광역시,중구,치매의료이용률,40177,166,0.41
2006,대구광역시,동구,치매의료이용률,148232,475,0.32
2006,대구광역시,서구,치매의료이용률,111481,328,0.29
2006,대구광역시,남구,치매의료이용률,83003,326,0.39
2006,대구광역시,북구,치매의료이용률,177935,474,0.27
2006,대구광역시,수성구,치매의료이용률,189676,623,0.33
2006,대구광역시,달서구,치매의료이용률,236993,614,0.26
2006,대구광역시,달성군,치매의료이용률,63620,293,0.46
2006,인천광역시,중구,치매의료이용률,40746,137,0.34
2006,인천광역시,동구,치매의료이용률,36072,92,0.26
2006,인천광역시,남구,치매의료이용률,178641,395,0.22
2006,인천광역시,연수구,치매의료이용률,106263,206,0.19
2006,인천광역시,남동구,치매의료이용률,152778,285,0.19
2006,인천광역시,부평구,치매의료이용률,225481,474,0.21
2006,인천광역시,계양구,치매의료이용률,125880,213,0.17
2006,인천광역시,서구,치매의료이용률,143220,250,0.17
2006,인천광역시,강화군,치매의료이용률,38098,95,0.25
2006,인천광역시,옹진군,치매의료이용률,8600,18,0.21
2006,광주광역시,동구,치매의료이용률,52407,236,0.45
2006,광주광역시,서구,치매의료이용률,113792,390,0.34
2006,광주광역시,남구,치매의료이용률,91047,362,0.4
2006,광주광역시,북구,치매의료이용률,174330,579,0.33
2006,광주광역시,광산구,치매의료이용률,99089,317,0.32
2006,대전광역시,동구,치매의료이용률,101626,310,0.31
2006,대전광역시,중구,치매의료이용률,112507,393,0.35
2006,대전광역시,서구,치매의료이용률,190410,600,0.32
2006,대전광역시,유성구,치매의료이용률,74918,257,0.34
2006,대전광역시,대덕구,치매의료이용률,83306,202,0.24
2006,울산광역시,중구,치매의료이용률,96668,235,0.24
2006,울산광역시,남구,치매의료이용률,134262,248,0.18
2006,울산광역시,동구,치매의료이용률,72394,106,0.15
2006,울산광역시,북구,치매의료이용률,49210,81,0.16
2006,울산광역시,울주군,치매의료이용률,70345,205,0.29
2006,경기도,수원시 장안구,치매의료이용률,106471,265,0.25
2006,경기도,수원시 권선구,치매의료이용률,107670,200,0.19
2006,경기도,수원시 팔달구,치매의료이용률,85542,186,0.22
2006,경기도,수원시 영통구,치매의료이용률,76864,162,0.21
2006,경기도,성남시 수정구,치매의료이용률,102327,242,0.24
2006,경기도,성남시 중원구,치매의료이용률,107611,247,0.23
2006,경기도,성남시 분당구,치매의료이용률,178157,780,0.44
2006,경기도,의정부시,치매의료이용률,161804,414,0.26
2006,경기도,안양시 만안구,치매의료이용률,109354,257,0.24
2006,경기도,안양시 동안구,치매의료이용률,137743,378,0.27
2006,경기도,부천시 원미구,치매의료이용률,171669,402,0.23
2006,경기도,부천시 소사구,치매의료이용률,89837,237,0.26
2006,경기도,부천시 오정구,치매의료이용률,72326,150,0.21
2006,경기도,광명시,치매의료이용률,128046,295,0.23
2006,경기도,평택시,치매의료이용률,150789,355,0.24
2006,경기도,동두천시,치매의료이용률,36009,69,0.19
2006,경기도,안산시 상록구,치매의료이용률,123239,254,0.21
2006,경기도,안산시 단원구,치매의료이용률,114045,213,0.19
2006,경기도,고양시 덕양구,치매의료이용률,155336,636,0.41
2006,경기도,고양시 일산동구,치매의료이용률,90666,341,0.38
2006,경기도,고양시 일산서구,치매의료이용률,113069,392,0.35
2006,경기도,과천시,치매의료이용률,25922,94,0.36
2006,경기도,구리시,치매의료이용률,75993,127,0.17
2006,경기도,남양주시,치매의료이용률,180859,403,0.22
2006,경기도,오산시,치매의료이용률,41958,91,0.22
2006,경기도,시흥시,치매의료이용률,131563,263,0.2
2006,경기도,군포시,치매의료이용률,104175,283,0.27
2006,경기도,의왕시,치매의료이용률,58195,160,0.27
2006,경기도,하남시,치매의료이용률,57945,170,0.29
2006,경기도,용인시 처인구,치매의료이용률,76458,195,0.26
2006,경기도,용인시 기흥구,치매의료이용률,79487,257,0.32
2006,경기도,용인시 수지구,치매의료이용률,100894,375,0.37
2006,경기도,파주시,치매의료이용률,110549,327,0.3
2006,경기도,이천시,치매의료이용률,74482,219,0.29
2006,경기도,안성시,치매의료이용률,67283,186,0.28
2006,경기도,김포시,치매의료이용률,86715,258,0.3
2006,경기도,화성시,치매의료이용률,113863,394,0.35
2006,경기도,광주시,치매의료이용률,85901,229,0.27
2006,경기도,양주시,치매의료이용률,64457,137,0.21
2006,경기도,포천시,치매의료이용률,68677,145,0.21
2006,경기도,여주군,치매의료이용률,48794,178,0.36
2006,경기도,연천군,치매의료이용률,23237,89,0.38
2006,경기도,가평군,치매의료이용률,28394,142,0.5
2006,경기도,양평군,치매의료이용률,45388,161,0.35
2006,강원도,춘천시,치매의료이용률,110785,356,0.32
2006,강원도,원주시,치매의료이용률,119263,207,0.17
2006,강원도,강릉시,치매의료이용률,101850,290,0.28
2006,강원도,동해시,치매의료이용률,42009,95,0.23
2006,강원도,태백시,치매의료이용률,25242,52,0.21
2006,강원도,속초시,치매의료이용률,38573,84,0.22
2006,강원도,삼척시,치매의료이용률,36912,89,0.24
2006,강원도,홍천군,치매의료이용률,34729,64,0.18
2006,강원도,횡성군,치매의료이용률,23629,44,0.19
2006,강원도,영월군,치매의료이용률,22897,61,0.27
2006,강원도,평창군,치매의료이용률,23785,53,0.22
2006,강원도,정선군,치매의료이용률,22795,47,0.21
2006,강원도,철원군,치매의료이용률,22320,63,0.28
2006,강원도,화천군,치매의료이용률,10386,42,0.4
2006,강원도,양구군,치매의료이용률,9685,38,0.39
2006,강원도,인제군,치매의료이용률,14175,29,0.2
2006,강원도,고성군,치매의료이용률,16899,36,0.21
2006,강원도,양양군,치매의료이용률,15567,42,0.27
2006,충청북도,청주시 상당구,치매의료이용률,100266,284,0.28
2006,충청북도,청주시 흥덕구,치매의료이용률,133706,298,0.22
2006,충청북도,충주시,치매의료이용률,93495,280,0.3
2006,충청북도,제천시,치매의료이용률,65450,200,0.31
2006,충청북도,청원군,치매의료이용률,56362,193,0.34
2006,충청북도,보은군,치매의료이용률,21809,92,0.42
2006,충청북도,옥천군,치매의료이용률,29406,118,0.4
2006,충청북도,영동군,치매의료이용률,28503,153,0.54
2006,충청북도,증평군,치매의료이용률,12873,44,0.34
2006,충청북도,진천군,치매의료이용률,27373,74,0.27
2006,충청북도,괴산군,치매의료이용률,23450,89,0.38
2006,충청북도,음성군,치매의료이용률,40580,91,0.22
2006,충청북도,단양군,치매의료이용률,18706,72,0.38
2006,충청남도,천안시,치매의료이용률,184043,566,0.31
2006,충청남도,공주시,치매의료이용률,63772,252,0.4
2006,충청남도,보령시,치매의료이용률,53805,163,0.3
2006,충청남도,아산시,치매의료이용률,82316,227,0.28
2006,충청남도,서산시,치매의료이용률,66194,186,0.28
2006,충청남도,논산시,치매의료이용률,66498,321,0.48
2006,충청남도,계룡시,치매의료이용률,8071,32,0.4
2006,충청남도,금산군,치매의료이용률,31723,219,0.69
2006,충청남도,연기군,치매의료이용률,39271,169,0.43
2006,충청남도,부여군,치매의료이용률,45668,240,0.53
2006,충청남도,서천군,치매의료이용률,36710,161,0.44
2006,충청남도,청양군,치매의료이용률,20518,113,0.55
2006,충청남도,홍성군,치매의료이용률,46872,261,0.56
2006,충청남도,예산군,치매의료이용률,49015,229,0.47
2006,충청남도,태안군,치매의료이용률,34731,98,0.28
2006,충청남도,당진군,치매의료이용률,58758,208,0.35
2006,전라북도,전주시 완산구,치매의료이용률,139846,649,0.46
2006,전라북도,전주시 덕진구,치매의료이용률,107500,471,0.44
2006,전라북도,군산시,치매의료이용률,115244,413,0.36
2006,전라북도,익산시,치매의료이용률,136656,528,0.39
2006,전라북도,정읍시,치매의료이용률,64144,283,0.44
2006,전라북도,남원시,치매의료이용률,46812,179,0.38
2006,전라북도,김제시,치매의료이용률,55080,231,0.42
2006,전라북도,완주군,치매의료이용률,40147,157,0.39
2006,전라북도,진안군,치매의료이용률,16546,101,0.61
2006,전라북도,무주군,치매의료이용률,14947,76,0.51
2006,전라북도,장수군,치매의료이용률,14179,55,0.39
2006,전라북도,임실군,치매의료이용률,19207,109,0.57
2006,전라북도,순창군,치매의료이용률,18333,73,0.4
2006,전라북도,고창군,치매의료이용률,36713,213,0.58
2006,전라북도,부안군,치매의료이용률,36303,183,0.5
2006,전라남도,목포시,치매의료이용률,96954,293,0.3
2006,전라남도,여수시,치매의료이용률,132709,381,0.29
2006,전라남도,순천시,치매의료이용률,111716,392,0.35
2006,전라남도,나주시,치매의료이용률,52880,234,0.44
2006,전라남도,광양시,치매의료이용률,52300,233,0.45
2006,전라남도,담양군,치매의료이용률,27699,158,0.57
2006,전라남도,곡성군,치매의료이용률,19857,120,0.6
2006,전라남도,구례군,치매의료이용률,16972,60,0.35
2006,전라남도,고흥군,치매의료이용률,51742,266,0.51
2006,전라남도,보성군,치매의료이용률,31656,139,0.44
2006,전라남도,화순군,치매의료이용률,34608,214,0.62
2006,전라남도,장흥군,치매의료이용률,26472,94,0.36
2006,전라남도,강진군,치매의료이용률,24811,86,0.35
2006,전라남도,해남군,치매의료이용률,48523,175,0.36
2006,전라남도,영암군,치매의료이용률,30943,125,0.4
2006,전라남도,무안군,치매의료이용률,34106,223,0.65
2006,전라남도,함평군,치매의료이용률,23636,141,0.6
2006,전라남도,영광군,치매의료이용률,32839,225,0.69
2006,전라남도,장성군,치매의료이용률,25816,133,0.52
2006,전라남도,완도군,치매의료이용률,33911,73,0.22
2006,전라남도,진도군,치매의료이용률,21680,67,0.31
2006,전라남도,신안군,치매의료이용률,28812,129,0.45
2006,경상북도,포항시 남구,치매의료이용률,108398,269,0.25
2006,경상북도,포항시 북구,치매의료이용률,112720,357,0.32
2006,경상북도,경주시,치매의료이용률,128517,692,0.54
2006,경상북도,김천시,치매의료이용률,69607,311,0.45
2006,경상북도,안동시,치매의료이용률,85464,446,0.52
2006,경상북도,구미시,치매의료이용률,123389,340,0.28
2006,경상북도,영주시,치매의료이용률,60748,224,0.37
2006,경상북도,영천시,치매의료이용률,55768,195,0.35
2006,경상북도,상주시,치매의료이용률,61785,263,0.43
2006,경상북도,문경시,치매의료이용률,43007,159,0.37
2006,경상북도,경산시,치매의료이용률,93244,364,0.39
2006,경상북도,군위군,치매의료이용률,17632,71,0.4
2006,경상북도,의성군,치매의료이용률,41068,200,0.49
2006,경상북도,청송군,치매의료이용률,17795,107,0.6
2006,경상북도,영양군,치매의료이용률,12318,84,0.68
2006,경상북도,영덕군,치매의료이용률,27106,107,0.39
2006,경상북도,청도군,치매의료이용률,28292,150,0.53
2006,경상북도,고령군,치매의료이용률,19249,165,0.86
2006,경상북도,성주군,치매의료이용률,27155,196,0.72
2006,경상북도,칠곡군,치매의료이용률,41699,183,0.44
2006,경상북도,예천군,치매의료이용률,30793,163,0.53
2006,경상북도,봉화군,치매의료이용률,22207,72,0.32
2006,경상북도,울진군,치매의료이용률,30626,101,0.33
2006,경상북도,울릉군,치매의료이용률,5335,14,0.26
2006,경상남도,창원시,치매의료이용률,183531,672,0.37
2006,경상남도,마산시,치매의료이용률,184750,766,0.41
2006,경상남도,진주시,치매의료이용률,143758,505,0.35
2006,경상남도,진해시,치매의료이용률,53458,207,0.39
2006,경상남도,통영시,치매의료이용률,60276,217,0.36
2006,경상남도,사천시,치매의료이용률,51294,155,0.3
2006,경상남도,김해시,치매의료이용률,160885,724,0.45
2006,경상남도,밀양시,치매의료이용률,59560,265,0.44
2006,경상남도,거제시,치매의료이용률,72463,323,0.45
2006,경상남도,양산시,치매의료이용률,87058,220,0.25
2006,경상남도,의령군,치매의료이용률,18900,155,0.82
2006,경상남도,함안군,치매의료이용률,31867,217,0.68
2006,경상남도,창녕군,치매의료이용률,36777,196,0.53
2006,경상남도,고성군,치매의료이용률,31615,191,0.6
2006,경상남도,남해군,치매의료이용률,31767,295,0.93
2006,경상남도,하동군,치매의료이용률,29613,195,0.66
2006,경상남도,산청군,치매의료이용률,22059,106,0.48
2006,경상남도,함양군,치매의료이용률,24180,116,0.48
2006,경상남도,거창군,치매의료이용률,34285,161,0.47
2006,경상남도,합천군,치매의료이용률,34030,175,0.51
2006,제주도,제주시,치매의료이용률,115548,396,0.34
2006,제주도,서귀포시,치매의료이용률,36080,278,0.77
2006,제주도,북제주군,치매의료이용률,45450,226,0.5
2006,제주도,남제주군,치매의료이용률,34759,215,0.62
2007,서울특별시,종로구,치매의료이용률,79448,436,0.55
2007,서울특별시,중구,치매의료이용률,63385,312,0.49
2007,서울특별시,용산구,치매의료이용률,105422,533,0.51
2007,서울특별시,성동구,치매의료이용률,141380,542,0.38
2007,서울특별시,광진구,치매의료이용률,151894,495,0.33
2007,서울특별시,동대문구,치매의료이용률,168939,661,0.39
2007,서울특별시,중랑구,치매의료이용률,186564,643,0.34
2007,서울특별시,성북구,치매의료이용률,205616,888,0.43
2007,서울특별시,강북구,치매의료이용률,158323,628,0.4
2007,서울특별시,도봉구,치매의료이용률,166962,704,0.42
2007,서울특별시,노원구,치매의료이용률,261765,1240,0.47
2007,서울특별시,은평구,치매의료이용률,203676,959,0.47
2007,서울특별시,서대문구,치매의료이용률,153467,615,0.4
2007,서울특별시,마포구,치매의료이용률,161245,688,0.43
2007,서울특별시,양천구,치매의료이용률,214490,730,0.34
2007,서울특별시,강서구,치매의료이용률,232775,844,0.36
2007,서울특별시,구로구,치매의료이용률,177865,609,0.34
2007,서울특별시,금천구,치매의료이용률,110901,376,0.34
2007,서울특별시,영등포구,치매의료이용률,175359,710,0.4
2007,서울특별시,동작구,치매의료이용률,170700,783,0.46
2007,서울특별시,관악구,치매의료이용률,211421,826,0.39
2007,서울특별시,서초구,치매의료이용률,174525,760,0.44
2007,서울특별시,강남구,치매의료이용률,237112,1070,0.45
2007,서울특별시,송파구,치매의료이용률,253913,959,0.38
2007,서울특별시,강동구,치매의료이용률,200009,655,0.33
2007,부산광역시,중구,치매의료이용률,26801,171,0.64
2007,부산광역시,서구,치매의료이용률,69241,401,0.58
2007,부산광역시,동구,치매의료이용률,55185,355,0.64
2007,부산광역시,영도구,치매의료이용률,80078,416,0.52
2007,부산광역시,부산진구,치매의료이용률,188948,851,0.45
2007,부산광역시,동래구,치매의료이용률,131929,560,0.42
2007,부산광역시,남구,치매의료이용률,137126,567,0.41
2007,부산광역시,북구,치매의료이용률,143954,618,0.43
2007,부산광역시,해운대구,치매의료이용률,186589,779,0.42
2007,부산광역시,사하구,치매의료이용률,164296,713,0.43
2007,부산광역시,금정구,치매의료이용률,125390,591,0.47
2007,부산광역시,강서구,치매의료이용률,29047,172,0.59
2007,부산광역시,연제구,치매의료이용률,101499,478,0.47
2007,부산광역시,수영구,치매의료이용률,85800,414,0.48
2007,부산광역시,사상구,치매의료이용률,120121,423,0.35
2007,부산광역시,기장군,치매의료이용률,38120,171,0.45
2007,대구광역시,중구,치매의료이용률,40311,240,0.6
2007,대구광역시,동구,치매의료이용률,151357,615,0.41
2007,대구광역시,서구,치매의료이용률,112264,440,0.39
2007,대구광역시,남구,치매의료이용률,85186,439,0.52
2007,대구광역시,북구,치매의료이용률,185793,657,0.35
2007,대구광역시,수성구,치매의료이용률,195106,922,0.47
2007,대구광역시,달서구,치매의료이용률,244061,871,0.36
2007,대구광역시,달성군,치매의료이용률,66508,393,0.59
2007,인천광역시,중구,치매의료이용률,42240,176,0.42
2007,인천광역시,동구,치매의료이용률,36140,116,0.32
2007,인천광역시,남구,치매의료이용률,184297,535,0.29
2007,인천광역시,연수구,치매의료이용률,111735,299,0.27
2007,인천광역시,남동구,치매의료이용률,161709,438,0.27
2007,인천광역시,부평구,치매의료이용률,234063,609,0.26
2007,인천광역시,계양구,치매의료이용률,133459,305,0.23
2007,인천광역시,서구,치매의료이용률,150973,376,0.25
2007,인천광역시,강화군,치매의료이용률,39185,210,0.54
2007,인천광역시,옹진군,치매의료이용률,9153,28,0.31
2007,광주광역시,동구,치매의료이용률,53503,384,0.72
2007,광주광역시,서구,치매의료이용률,117270,637,0.54
2007,광주광역시,남구,치매의료이용률,92442,570,0.62
2007,광주광역시,북구,치매의료이용률,181795,938,0.52
2007,광주광역시,광산구,치매의료이용률,104414,461,0.44
2007,대전광역시,동구,치매의료이용률,104925,456,0.43
2007,대전광역시,중구,치매의료이용률,114956,503,0.44
2007,대전광역시,서구,치매의료이용률,195125,826,0.42
2007,대전광역시,유성구,치매의료이용률,83904,355,0.42
2007,대전광역시,대덕구,치매의료이용률,84972,282,0.33
2007,울산광역시,중구,치매의료이용률,100345,316,0.31
2007,울산광역시,남구,치매의료이용률,140066,376,0.27
2007,울산광역시,동구,치매의료이용률,74635,171,0.23
2007,울산광역시,북구,치매의료이용률,52991,160,0.3
2007,울산광역시,울주군,치매의료이용률,74716,330,0.44
2007,경기도,수원시 장안구,치매의료이용률,112311,421,0.37
2007,경기도,수원시 권선구,치매의료이용률,114746,327,0.28
2007,경기도,수원시 팔달구,치매의료이용률,88147,283,0.32
2007,경기도,수원시 영통구,치매의료이용률,82155,205,0.25
2007,경기도,성남시 수정구,치매의료이용률,104709,365,0.35
2007,경기도,성남시 중원구,치매의료이용률,109803,319,0.29
2007,경기도,성남시 분당구,치매의료이용률,179923,1003,0.56
2007,경기도,의정부시,치매의료이용률,170772,557,0.33
2007,경기도,안양시 만안구,치매의료이용률,112882,342,0.3
2007,경기도,안양시 동안구,치매의료이용률,141886,529,0.37
2007,경기도,부천시 원미구,치매의료이용률,177123,565,0.32
2007,경기도,부천시 소사구,치매의료이용률,93348,340,0.36
2007,경기도,부천시 오정구,치매의료이용률,75757,226,0.3
2007,경기도,광명시,치매의료이용률,127003,766,0.6
2007,경기도,평택시,치매의료이용률,159471,500,0.31
2007,경기도,동두천시,치매의료이용률,38022,110,0.29
2007,경기도,안산시 상록구,치매의료이용률,133573,410,0.31
2007,경기도,안산시 단원구,치매의료이용률,122141,308,0.25
2007,경기도,고양시 덕양구,치매의료이용률,159142,897,0.56
2007,경기도,고양시 일산동구,치매의료이용률,98945,522,0.53
2007,경기도,고양시 일산서구,치매의료이용률,116803,516,0.44
2007,경기도,과천시,치매의료이용률,26617,113,0.42
2007,경기도,구리시,치매의료이용률,78468,214,0.27
2007,경기도,남양주시,치매의료이용률,193692,610,0.31
2007,경기도,오산시,치매의료이용률,45471,143,0.31
2007,경기도,시흥시,치매의료이용률,139824,400,0.29
2007,경기도,군포시,치매의료이용률,107111,363,0.34
2007,경기도,의왕시,치매의료이용률,57496,219,0.38
2007,경기도,하남시,치매의료이용률,60006,214,0.36
2007,경기도,용인시 처인구,치매의료이용률,80485,275,0.34
2007,경기도,용인시 기흥구,치매의료이용률,100705,401,0.4
2007,경기도,용인시 수지구,치매의료이용률,109531,533,0.49
2007,경기도,파주시,치매의료이용률,123968,571,0.46
2007,경기도,이천시,치매의료이용률,77422,342,0.44
2007,경기도,안성시,치매의료이용률,69974,277,0.4
2007,경기도,김포시,치매의료이용률,90584,327,0.36
2007,경기도,화성시,치매의료이용률,122526,438,0.36
2007,경기도,광주시,치매의료이용률,92295,322,0.35
2007,경기도,양주시,치매의료이용률,70500,215,0.3
2007,경기도,포천시,치매의료이용률,71777,212,0.3
2007,경기도,여주군,치매의료이용률,50290,252,0.5
2007,경기도,연천군,치매의료이용률,23332,131,0.56
2007,경기도,가평군,치매의료이용률,29108,172,0.59
2007,경기도,양평군,치매의료이용률,46772,227,0.49
2007,강원도,춘천시,치매의료이용률,114421,558,0.49
2007,강원도,원주시,치매의료이용률,124985,360,0.29
2007,강원도,강릉시,치매의료이용률,103870,415,0.4
2007,강원도,동해시,치매의료이용률,43406,166,0.38
2007,강원도,태백시,치매의료이용률,25431,62,0.24
2007,강원도,속초시,치매의료이용률,39454,123,0.31
2007,강원도,삼척시,치매의료이용률,37360,186,0.5
2007,강원도,홍천군,치매의료이용률,35390,105,0.3
2007,강원도,횡성군,치매의료이용률,23979,73,0.3
2007,강원도,영월군,치매의료이용률,22931,79,0.34
2007,강원도,평창군,치매의료이용률,24128,74,0.31
2007,강원도,정선군,치매의료이용률,22918,62,0.27
2007,강원도,철원군,치매의료이용률,22506,82,0.36
2007,강원도,화천군,치매의료이용률,10523,56,0.53
2007,강원도,양구군,치매의료이용률,9823,49,0.5
2007,강원도,인제군,치매의료이용률,14482,70,0.48
2007,강원도,고성군,치매의료이용률,16987,49,0.29
2007,강원도,양양군,치매의료이용률,15780,52,0.33
2007,충청북도,청주시 상당구,치매의료이용률,102931,410,0.4
2007,충청북도,청주시 흥덕구,치매의료이용률,138713,400,0.29
2007,충청북도,충주시,치매의료이용률,96043,366,0.38
2007,충청북도,제천시,치매의료이용률,66778,330,0.49
2007,충청북도,청원군,치매의료이용률,62008,285,0.46
2007,충청북도,보은군,치매의료이용률,21757,93,0.43
2007,충청북도,옥천군,치매의료이용률,29756,173,0.58
2007,충청북도,영동군,치매의료이용률,28706,195,0.68
2007,충청북도,증평군,치매의료이용률,13316,56,0.42
2007,충청북도,진천군,치매의료이용률,28379,117,0.41
2007,충청북도,괴산군,치매의료이용률,23491,124,0.53
2007,충청북도,음성군,치매의료이용률,42200,151,0.36
2007,충청북도,단양군,치매의료이용률,18799,86,0.46
2007,충청남도,천안시,치매의료이용률,194379,748,0.38
2007,충청남도,공주시,치매의료이용률,64872,366,0.56
2007,충청남도,보령시,치매의료이용률,55036,255,0.46
2007,충청남도,아산시,치매의료이용률,86267,362,0.42
2007,충청남도,서산시,치매의료이용률,68240,265,0.39
2007,충청남도,논산시,치매의료이용률,67098,498,0.74
2007,충청남도,계룡시,치매의료이용률,9164,58,0.63
2007,충청남도,금산군,치매의료이용률,32126,307,0.96
2007,충청남도,연기군,치매의료이용률,39587,261,0.66
2007,충청남도,부여군,치매의료이용률,45714,339,0.74
2007,충청남도,서천군,치매의료이용률,36829,199,0.54
2007,충청남도,청양군,치매의료이용률,20492,163,0.8
2007,충청남도,홍성군,치매의료이용률,47464,420,0.88
2007,충청남도,예산군,치매의료이용률,49517,346,0.7
2007,충청남도,태안군,치매의료이용률,35642,127,0.36
2007,충청남도,당진군,치매의료이용률,61572,320,0.52
2007,전라북도,전주시 완산구,치매의료이용률,144916,975,0.67
2007,전라북도,전주시 덕진구,치매의료이용률,111051,698,0.63
